REGIONTYPE,REGION,YEAR,WEEK,PERCENTWEIGHTEDILI,PERCENTUNWEIGHTEDILI,AGE04,AGE2549,AGE2564,AGE524,AGE5064,AGE65,ILITOTAL,NUMOFPROVIDERS,TOTALPATIENTS
States,Illinois,2016,13,X,2.55401,X,X,X,X,X,X,1246,79,48786
States,Indiana,2016,13,X,1.73858,X,X,X,X,X,X,110,27,6327
States,Iowa,2016,13,X,1.06496,X,X,X,X,X,X,20,8,1878
States,Kansas,2016,13,X,2.06618,X,X,X,X,X,X,128,29,6195
States,Kentucky,2016,13,X,1.4745,X,X,X,X,X,X,371,36,25161
States,Louisiana,2016,13,X,2.58222,X,X,X,X,X,X,1155,75,44729
States,Maine,2016,13,X,1.80668,X,X,X,X,X,X,100,28,5535
States,Maryland,2016,13,X,1.38378,X,X,X,X,X,X,109,25,7877
States,Massachusetts,2016,13,X,1.92072,X,X,X,X,X,X,471,42,24522
States,Michigan,2016,13,X,1.991,X,X,X,X,X,X,482,75,24209
States,Minnesota,2016,13,X,1.42236,X,X,X,X,X,X,72,14,5062
States,Mississippi,2016,13,X,3.78362,X,X,X,X,X,X,633,47,16730
States,Missouri,2016,13,X,2.94644,X,X,X,X,X,X,214,19,7263
States,Montana,2016,13,X,0.31091,X,X,X,X,X,X,11,9,3538
States,Nebraska,2016,13,X,1.08728,X,X,X,X,X,X,37,17,3403
States,Nevada,2016,13,X,1.00711,X,X,X,X,X,X,102,23,10128
States,New Hampshire,2016,13,X,1.36437,X,X,X,X,X,X,68,21,4984
States,New Jersey,2016,13,X,2.88483,X,X,X,X,X,X,131,15,4541
States,New Mexico,2016,13,X,3.60399,X,X,X,X,X,X,423,29,11737
States,New York,2016,13,X,1.59898,X,X,X,X,X,X,113,47,7067
States,North Carolina,2016,13,X,3.03939,X,X,X,X,X,X,385,45,12667
States,North Dakota,2016,13,X,1.78571,X,X,X,X,X,X,15,7,840
States,Ohio,2016,13,X,1.47588,X,X,X,X,X,X,250,67,16939
States,Oklahoma,2016,13,X,1.88423,X,X,X,X,X,X,97,25,5148
States,Oregon,2016,13,X,2.3569,X,X,X,X,X,X,105,14,4455
States,Pennsylvania,2016,13,X,2.63062,X,X,X,X,X,X,361,36,13723
States,Rhode Island,2016,13,X,1.29748,X,X,X,X,X,X,69,17,5318
States,South Carolina,2016,13,X,1.57959,X,X,X,X,X,X,65,11,4115
States,South Dakota,2016,13,X,1.78571,X,X,X,X,X,X,157,34,8792
States,Tennessee,2016,13,X,2.89898,X,X,X,X,X,X,295,58,10176
States,Texas,2016,13,X,3.2444,X,X,X,X,X,X,760,80,23425
States,Utah,2016,13,X,2.7132,X,X,X,X,X,X,622,42,22925
States,Vermont,2016,13,X,2.23059,X,X,X,X,X,X,77,11,3452
States,Virginia,2016,13,X,2.81424,X,X,X,X,X,X,2626,141,93311
States,Washington,2016,13,X,1.25404,X,X,X,X,X,X,66,35,5263
States,West Virginia,2016,13,X,2.69803,X,X,X,X,X,X,437,46,16197
States,Wisconsin,2016,13,X,2.69445,X,X,X,X,X,X,150,26,5567
States,Wyoming,2016,13,X,2.21372,X,X,X,X,X,X,81,18,3659
States,Puerto Rico,2016,13,X,3.69909,X,X,X,X,X,X,208,9,5623
States,Virgin Islands,2016,13,X,1.18734,X,X,X,X,X,X,9,2,758
States,New York City,2016,13,X,2.6039,X,X,X,X,X,X,2654,84,101924
States,Alabama,2016,14,X,4.41285,X,X,X,X,X,X,360,23,8158
States,Alaska,2016,14,X,3.68609,X,X,X,X,X,X,62,6,1682
States,Arizona,2016,14,X,2.73979,X,X,X,X,X,X,611,57,22301
States,Arkansas,2016,14,X,2.81646,X,X,X,X,X,X,89,9,3160
States,California,2016,14,X,2.11652,X,X,X,X,X,X,938,139,44318
States,Colorado,2016,14,X,1.25915,X,X,X,X,X,X,43,6,3415
States,Connecticut,2016,14,X,2.61398,X,X,X,X,X,X,129,16,4935
States,Delaware,2016,14,X,0.747238,X,X,X,X,X,X,23,13,3078
States,District of Columbia,2016,14,X,5.93434,X,X,X,X,X,X,141,2,2376
States,Florida,2016,14,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2016,14,X,2.3326,X,X,X,X,X,X,873,30,37426
States,Hawaii,2016,14,X,5.41344,X,X,X,X,X,X,91,14,1681
States,Idaho,2016,14,X,1.45847,X,X,X,X,X,X,23,8,1577
States,Illinois,2016,14,X,2.10069,X,X,X,X,X,X,1029,80,48984
States,Indiana,2016,14,X,1.46894,X,X,X,X,X,X,92,29,6263
States,Iowa,2016,14,X,0.700935,X,X,X,X,X,X,6,5,856
States,Kansas,2016,14,X,2.19956,X,X,X,X,X,X,151,30,6865
States,Kentucky,2016,14,X,1.28462,X,X,X,X,X,X,320,35,24910
States,Louisiana,2016,14,X,2.27786,X,X,X,X,X,X,1048,74,46008
States,Maine,2016,14,X,1.05263,X,X,X,X,X,X,56,26,5320
States,Maryland,2016,14,X,1.29988,X,X,X,X,X,X,86,20,6616
States,Massachusetts,2016,14,X,1.53833,X,X,X,X,X,X,364,41,23662
States,Michigan,2016,14,X,1.24723,X,X,X,X,X,X,298,72,23893
States,Minnesota,2016,14,X,1.66983,X,X,X,X,X,X,88,15,5270
States,Mississippi,2016,14,X,3.1701,X,X,X,X,X,X,648,51,20441
States,Missouri,2016,14,X,1.91642,X,X,X,X,X,X,155,19,8088
States,Montana,2016,14,X,0.514756,X,X,X,X,X,X,15,9,2914
States,Nebraska,2016,14,X,0.730337,X,X,X,X,X,X,26,16,3560
States,Nevada,2016,14,X,1.14353,X,X,X,X,X,X,145,24,12680
States,New Hampshire,2016,14,X,0.932994,X,X,X,X,X,X,44,21,4716
States,New Jersey,2016,14,X,2.34506,X,X,X,X,X,X,112,16,4776
States,New Mexico,2016,14,X,2.43361,X,X,X,X,X,X,307,29,12615
States,New York,2016,14,X,1.35135,X,X,X,X,X,X,97,45,7178
States,North Carolina,2016,14,X,2.63865,X,X,X,X,X,X,334,42,12658
States,North Dakota,2016,14,X,2.5,X,X,X,X,X,X,20,7,800
States,Ohio,2016,14,X,1.14891,X,X,X,X,X,X,204,65,17756
States,Oklahoma,2016,14,X,2.37131,X,X,X,X,X,X,123,24,5187
States,Oregon,2016,14,X,2.39763,X,X,X,X,X,X,89,14,3712
States,Pennsylvania,2016,14,X,2.1044,X,X,X,X,X,X,283,36,13448
States,Rhode Island,2016,14,X,1.2229,X,X,X,X,X,X,66,17,5397
States,South Carolina,2016,14,X,1.2024,X,X,X,X,X,X,48,11,3992
States,South Dakota,2016,14,X,1.69799,X,X,X,X,X,X,159,34,9364
States,Tennessee,2016,14,X,1.87846,X,X,X,X,X,X,200,56,10647
States,Texas,2016,14,X,2.83508,X,X,X,X,X,X,569,61,20070
States,Utah,2016,14,X,2.50785,X,X,X,X,X,X,527,38,21014
States,Vermont,2016,14,X,2.23684,X,X,X,X,X,X,68,10,3040
States,Virginia,2016,14,X,2.43005,X,X,X,X,X,X,2286,142,94072
States,Washington,2016,14,X,1.17793,X,X,X,X,X,X,57,35,4839
States,West Virginia,2016,14,X,2.26966,X,X,X,X,X,X,403,47,17756
States,Wisconsin,2016,14,X,1.99845,X,X,X,X,X,X,129,24,6455
States,Wyoming,2016,14,X,1.75008,X,X,X,X,X,X,57,17,3257
States,Puerto Rico,2016,14,X,4.09626,X,X,X,X,X,X,240,9,5859
States,Virgin Islands,2016,14,X,0.487211,X,X,X,X,X,X,4,2,821
States,New York City,2016,14,X,2.16411,X,X,X,X,X,X,2122,87,98054
States,Alabama,2016,15,X,3.62936,X,X,X,X,X,X,311,22,8569
States,Alaska,2016,15,X,2.78207,X,X,X,X,X,X,36,5,1294
States,Arizona,2016,15,X,2.80626,X,X,X,X,X,X,594,56,21167
States,Arkansas,2016,15,X,3.6989,X,X,X,X,X,X,114,9,3082
States,California,2016,15,X,1.92403,X,X,X,X,X,X,855,133,44438
States,Colorado,2016,15,X,1.14943,X,X,X,X,X,X,42,7,3654
States,Connecticut,2016,15,X,2.5015,X,X,X,X,X,X,125,15,4997
States,Delaware,2016,15,X,0.280199,X,X,X,X,X,X,9,13,3212
States,District of Columbia,2016,15,X,5.66696,X,X,X,X,X,X,130,2,2294
States,Florida,2016,15,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2016,15,X,2.13829,X,X,X,X,X,X,770,30,36010
States,Hawaii,2016,15,X,3.65935,X,X,X,X,X,X,55,13,1503
States,Idaho,2016,15,X,0.742942,X,X,X,X,X,X,10,8,1346
States,Illinois,2016,15,X,1.92583,X,X,X,X,X,X,955,79,49589
States,Indiana,2016,15,X,1.09926,X,X,X,X,X,X,67,28,6095
States,Iowa,2016,15,X,0.627854,X,X,X,X,X,X,11,6,1752
States,Kansas,2016,15,X,2.01791,X,X,X,X,X,X,142,31,7037
States,Kentucky,2016,15,X,1.31761,X,X,X,X,X,X,315,34,23907
States,Louisiana,2016,15,X,1.98948,X,X,X,X,X,X,904,71,45439
States,Maine,2016,15,X,1.57875,X,X,X,X,X,X,85,27,5384
States,Maryland,2016,15,X,1.30955,X,X,X,X,X,X,127,28,9698
States,Massachusetts,2016,15,X,1.36795,X,X,X,X,X,X,323,41,23612
States,Michigan,2016,15,X,1.46172,X,X,X,X,X,X,366,69,25039
States,Minnesota,2016,15,X,1.60559,X,X,X,X,X,X,85,14,5294
States,Mississippi,2016,15,X,3.39072,X,X,X,X,X,X,648,50,19111
States,Missouri,2016,15,X,1.7713,X,X,X,X,X,X,147,20,8299
States,Montana,2016,15,X,0.237844,X,X,X,X,X,X,9,9,3784
States,Nebraska,2016,15,X,0.472953,X,X,X,X,X,X,16,16,3383
States,Nevada,2016,15,X,0.877486,X,X,X,X,X,X,105,22,11966
States,New Hampshire,2016,15,X,0.750313,X,X,X,X,X,X,36,21,4798
States,New Jersey,2016,15,X,3.02083,X,X,X,X,X,X,145,15,4800
States,New Mexico,2016,15,X,1.85741,X,X,X,X,X,X,229,28,12329
States,New York,2016,15,X,1.53967,X,X,X,X,X,X,118,41,7664
States,North Carolina,2016,15,X,2.29539,X,X,X,X,X,X,297,42,12939
States,North Dakota,2016,15,X,1.54394,X,X,X,X,X,X,13,7,842
States,Ohio,2016,15,X,0.880677,X,X,X,X,X,X,153,63,17373
States,Oklahoma,2016,15,X,2.871,X,X,X,X,X,X,148,24,5155
States,Oregon,2016,15,X,0.940513,X,X,X,X,X,X,40,13,4253
States,Pennsylvania,2016,15,X,2.30566,X,X,X,X,X,X,288,33,12491
States,Rhode Island,2016,15,X,0.875086,X,X,X,X,X,X,51,17,5828
States,South Carolina,2016,15,X,1.40845,X,X,X,X,X,X,55,10,3905
States,South Dakota,2016,15,X,1.66091,X,X,X,X,X,X,149,33,8971
States,Tennessee,2016,15,X,2.46828,X,X,X,X,X,X,249,55,10088
States,Texas,2016,15,X,3.25267,X,X,X,X,X,X,789,77,24257
States,Utah,2016,15,X,1.87337,X,X,X,X,X,X,374,37,19964
States,Vermont,2016,15,X,1.43455,X,X,X,X,X,X,48,11,3346
States,Virginia,2016,15,X,2.49676,X,X,X,X,X,X,2352,144,94202
States,Washington,2016,15,X,0.897244,X,X,X,X,X,X,42,33,4681
States,West Virginia,2016,15,X,2.45104,X,X,X,X,X,X,433,48,17666
States,Wisconsin,2016,15,X,1.78037,X,X,X,X,X,X,119,24,6684
States,Wyoming,2016,15,X,0.720254,X,X,X,X,X,X,25,17,3471
States,Puerto Rico,2016,15,X,4.02787,X,X,X,X,X,X,237,9,5884
States,Virgin Islands,2016,15,X,1.28535,X,X,X,X,X,X,10,2,778
States,New York City,2016,15,X,2.22609,X,X,X,X,X,X,2236,88,100445
States,Alabama,2016,16,X,3.92021,X,X,X,X,X,X,340,22,8673
States,Alaska,2016,16,X,3.55731,X,X,X,X,X,X,54,6,1518
States,Arizona,2016,16,X,2.74251,X,X,X,X,X,X,581,55,21185
States,Arkansas,2016,16,X,3.62797,X,X,X,X,X,X,110,8,3032
States,California,2016,16,X,1.62852,X,X,X,X,X,X,710,128,43598
States,Colorado,2016,16,X,1.17543,X,X,X,X,X,X,40,7,3403
States,Connecticut,2016,16,X,2.52809,X,X,X,X,X,X,126,17,4984
States,Delaware,2016,16,X,0.30656,X,X,X,X,X,X,10,13,3262
States,District of Columbia,2016,16,X,5.81347,X,X,X,X,X,X,139,2,2391
States,Florida,2016,16,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2016,16,X,1.97509,X,X,X,X,X,X,498,29,25214
States,Hawaii,2016,16,X,3.15113,X,X,X,X,X,X,49,13,1555
States,Idaho,2016,16,X,0.779221,X,X,X,X,X,X,15,8,1925
States,Illinois,2016,16,X,1.79058,X,X,X,X,X,X,894,79,49928
States,Indiana,2016,16,X,1.34304,X,X,X,X,X,X,83,26,6180
States,Iowa,2016,16,X,0.619718,X,X,X,X,X,X,11,6,1775
States,Kansas,2016,16,X,1.33981,X,X,X,X,X,X,91,29,6792
States,Kentucky,2016,16,X,0.853296,X,X,X,X,X,X,218,30,25548
States,Louisiana,2016,16,X,2.04664,X,X,X,X,X,X,954,72,46613
States,Maine,2016,16,X,1.37094,X,X,X,X,X,X,70,28,5106
States,Maryland,2016,16,X,1.7459,X,X,X,X,X,X,166,28,9508
States,Massachusetts,2016,16,X,1.57377,X,X,X,X,X,X,288,36,18300
States,Michigan,2016,16,X,1.12651,X,X,X,X,X,X,256,69,22725
States,Minnesota,2016,16,X,1.6936,X,X,X,X,X,X,87,15,5137
States,Mississippi,2016,16,X,2.58117,X,X,X,X,X,X,539,50,20882
States,Missouri,2016,16,X,1.71316,X,X,X,X,X,X,148,20,8639
States,Montana,2016,16,X,0.424516,X,X,X,X,X,X,16,10,3769
States,Nebraska,2016,16,X,0.350058,X,X,X,X,X,X,12,16,3428
States,Nevada,2016,16,X,0.553683,X,X,X,X,X,X,69,22,12462
States,New Hampshire,2016,16,X,0.424989,X,X,X,X,X,X,20,21,4706
States,New Jersey,2016,16,X,2.98913,X,X,X,X,X,X,143,15,4784
States,New Mexico,2016,16,X,1.72226,X,X,X,X,X,X,206,29,11961
States,New York,2016,16,X,1.09692,X,X,X,X,X,X,79,40,7202
States,North Carolina,2016,16,X,2.5603,X,X,X,X,X,X,311,39,12147
States,North Dakota,2016,16,X,1.28535,X,X,X,X,X,X,5,5,389
States,Ohio,2016,16,X,1.05375,X,X,X,X,X,X,168,61,15943
States,Oklahoma,2016,16,X,1.57905,X,X,X,X,X,X,79,24,5003
States,Oregon,2016,16,X,0.929494,X,X,X,X,X,X,41,14,4411
States,Pennsylvania,2016,16,X,2.25348,X,X,X,X,X,X,306,33,13579
States,Rhode Island,2016,16,X,0.735822,X,X,X,X,X,X,41,17,5572
States,South Carolina,2016,16,X,0.848939,X,X,X,X,X,X,34,9,4005
States,South Dakota,2016,16,X,1.41355,X,X,X,X,X,X,125,33,8843
States,Tennessee,2016,16,X,2.15215,X,X,X,X,X,X,230,56,10687
States,Texas,2016,16,X,3.57929,X,X,X,X,X,X,846,75,23636
States,Utah,2016,16,X,1.31542,X,X,X,X,X,X,235,40,17865
States,Vermont,2016,16,X,1.58983,X,X,X,X,X,X,50,11,3145
States,Virginia,2016,16,X,2.61728,X,X,X,X,X,X,2563,143,97926
States,Washington,2016,16,X,0.468484,X,X,X,X,X,X,22,31,4696
States,West Virginia,2016,16,X,2.43372,X,X,X,X,X,X,403,43,16559
States,Wisconsin,2016,16,X,2.03978,X,X,X,X,X,X,121,23,5932
States,Wyoming,2016,16,X,0.773276,X,X,X,X,X,X,25,14,3233
States,Puerto Rico,2016,16,X,4.11509,X,X,X,X,X,X,246,9,5978
States,Virgin Islands,2016,16,X,2.22497,X,X,X,X,X,X,18,2,809
States,New York City,2016,16,X,2.21985,X,X,X,X,X,X,2248,89,101268
States,Alabama,2016,17,X,3.10614,X,X,X,X,X,X,247,22,7952
States,Alaska,2016,17,X,2.23881,X,X,X,X,X,X,33,6,1474
States,Arizona,2016,17,X,2.2786,X,X,X,X,X,X,476,54,20890
States,Arkansas,2016,17,X,1.98698,X,X,X,X,X,X,58,8,2919
States,California,2016,17,X,1.73597,X,X,X,X,X,X,711,123,40957
States,Colorado,2016,17,X,0.909538,X,X,X,X,X,X,37,7,4068
States,Connecticut,2016,17,X,1.45228,X,X,X,X,X,X,56,16,3856
States,Delaware,2016,17,X,0.570853,X,X,X,X,X,X,17,13,2978
States,District of Columbia,2016,17,X,4.69592,X,X,X,X,X,X,61,2,1299
States,Florida,2016,17,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2016,17,X,1.79856,X,X,X,X,X,X,685,29,38086
States,Hawaii,2016,17,X,1.93906,X,X,X,X,X,X,21,11,1083
States,Idaho,2016,17,X,0.771513,X,X,X,X,X,X,13,7,1685
States,Illinois,2016,17,X,1.61378,X,X,X,X,X,X,800,78,49573
States,Indiana,2016,17,X,1.202,X,X,X,X,X,X,77,29,6406
States,Iowa,2016,17,X,0.287026,X,X,X,X,X,X,5,6,1742
States,Kansas,2016,17,X,0.941289,X,X,X,X,X,X,59,27,6268
States,Kentucky,2016,17,X,0.597027,X,X,X,X,X,X,147,31,24622
States,Louisiana,2016,17,X,1.91037,X,X,X,X,X,X,841,71,44023
States,Maine,2016,17,X,1.59865,X,X,X,X,X,X,85,27,5317
States,Maryland,2016,17,X,1.37531,X,X,X,X,X,X,128,26,9307
States,Massachusetts,2016,17,X,0.997163,X,X,X,X,X,X,232,37,23266
States,Michigan,2016,17,X,1.07665,X,X,X,X,X,X,251,73,23313
States,Minnesota,2016,17,X,2.1065,X,X,X,X,X,X,72,14,3418
States,Mississippi,2016,17,X,2.45303,X,X,X,X,X,X,521,51,21239
States,Missouri,2016,17,X,1.48666,X,X,X,X,X,X,117,21,7870
States,Montana,2016,17,X,0.528541,X,X,X,X,X,X,20,9,3784
States,Nebraska,2016,17,X,0.597015,X,X,X,X,X,X,20,16,3350
States,Nevada,2016,17,X,0.530293,X,X,X,X,X,X,80,22,15086
States,New Hampshire,2016,17,X,0.428266,X,X,X,X,X,X,20,21,4670
States,New Jersey,2016,17,X,1.87012,X,X,X,X,X,X,91,14,4866
States,New Mexico,2016,17,X,1.63247,X,X,X,X,X,X,187,29,11455
States,New York,2016,17,X,1.0275,X,X,X,X,X,X,68,40,6618
States,North Carolina,2016,17,X,2.10485,X,X,X,X,X,X,267,42,12685
States,North Dakota,2016,17,X,0.390117,X,X,X,X,X,X,3,7,769
States,Ohio,2016,17,X,0.838148,X,X,X,X,X,X,132,63,15749
States,Oklahoma,2016,17,X,1.71198,X,X,X,X,X,X,85,24,4965
States,Oregon,2016,17,X,0.640394,X,X,X,X,X,X,26,12,4060
States,Pennsylvania,2016,17,X,2.26749,X,X,X,X,X,X,305,32,13451
States,Rhode Island,2016,17,X,0.927536,X,X,X,X,X,X,48,17,5175
States,South Carolina,2016,17,X,1.04306,X,X,X,X,X,X,39,8,3739
States,South Dakota,2016,17,X,1.17495,X,X,X,X,X,X,100,34,8511
States,Tennessee,2016,17,X,2.48082,X,X,X,X,X,X,249,57,10037
States,Texas,2016,17,X,3.0393,X,X,X,X,X,X,747,79,24578
States,Utah,2016,17,X,1.38945,X,X,X,X,X,X,275,39,19792
States,Vermont,2016,17,X,1.62272,X,X,X,X,X,X,56,11,3451
States,Virginia,2016,17,X,2.52094,X,X,X,X,X,X,2435,142,96591
States,Washington,2016,17,X,0.653457,X,X,X,X,X,X,31,32,4744
States,West Virginia,2016,17,X,2.47711,X,X,X,X,X,X,395,42,15946
States,Wisconsin,2016,17,X,1.64941,X,X,X,X,X,X,94,22,5699
States,Wyoming,2016,17,X,0.892267,X,X,X,X,X,X,27,15,3026
States,Puerto Rico,2016,17,X,4.24041,X,X,X,X,X,X,230,9,5424
States,Virgin Islands,2016,17,X,1.53483,X,X,X,X,X,X,13,2,847
States,New York City,2016,17,X,1.90698,X,X,X,X,X,X,1816,76,95229
States,Alabama,2016,18,X,2.54817,X,X,X,X,X,X,201,24,7888
States,Alaska,2016,18,X,2.04473,X,X,X,X,X,X,32,6,1565
States,Arizona,2016,18,X,1.94952,X,X,X,X,X,X,387,54,19851
States,Arkansas,2016,18,X,2.99667,X,X,X,X,X,X,81,8,2703
States,California,2016,18,X,1.84902,X,X,X,X,X,X,726,115,39264
States,Colorado,2016,18,X,0.810612,X,X,X,X,X,X,22,5,2714
States,Connecticut,2016,18,X,1.60955,X,X,X,X,X,X,31,10,1926
States,Delaware,2016,18,X,0.336474,X,X,X,X,X,X,10,13,2972
States,District of Columbia,2016,18,X,9.14668,X,X,X,X,X,X,164,1,1793
States,Florida,2016,18,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2016,18,X,1.87671,X,X,X,X,X,X,646,28,34422
States,Hawaii,2016,18,X,2.07736,X,X,X,X,X,X,29,13,1396
States,Idaho,2016,18,X,1.36452,X,X,X,X,X,X,21,8,1539
States,Illinois,2016,18,X,1.39314,X,X,X,X,X,X,664,77,47662
States,Indiana,2016,18,X,0.852087,X,X,X,X,X,X,39,27,4577
States,Iowa,2016,18,X,0.367422,X,X,X,X,X,X,6,6,1633
States,Kansas,2016,18,X,1.01357,X,X,X,X,X,X,65,28,6413
States,Kentucky,2016,18,X,0.39467,X,X,X,X,X,X,93,30,23564
States,Louisiana,2016,18,X,1.74936,X,X,X,X,X,X,818,72,46760
States,Maine,2016,18,X,1.18756,X,X,X,X,X,X,63,26,5305
States,Maryland,2016,18,X,1.21282,X,X,X,X,X,X,95,25,7833
States,Massachusetts,2016,18,X,0.958786,X,X,X,X,X,X,211,38,22007
States,Michigan,2016,18,X,0.865389,X,X,X,X,X,X,209,74,24151
States,Minnesota,2016,18,X,0.953895,X,X,X,X,X,X,30,13,3145
States,Mississippi,2016,18,X,2.05388,X,X,X,X,X,X,401,50,19524
States,Missouri,2016,18,X,1.30981,X,X,X,X,X,X,98,20,7482
States,Montana,2016,18,X,0.511836,X,X,X,X,X,X,16,8,3126
States,Nebraska,2016,18,X,0.347442,X,X,X,X,X,X,11,15,3166
States,Nevada,2016,18,X,0.571705,X,X,X,X,X,X,71,22,12419
States,New Hampshire,2016,18,X,0.56843,X,X,X,X,X,X,26,20,4574
States,New Jersey,2016,18,X,1.58913,X,X,X,X,X,X,69,14,4342
States,New Mexico,2016,18,X,1.37472,X,X,X,X,X,X,155,28,11275
States,New York,2016,18,X,0.858972,X,X,X,X,X,X,55,37,6403
States,North Carolina,2016,18,X,1.96114,X,X,X,X,X,X,214,40,10912
States,North Dakota,2016,18,X,0.631769,X,X,X,X,X,X,7,7,1108
States,Ohio,2016,18,X,0.737705,X,X,X,X,X,X,108,63,14640
States,Oklahoma,2016,18,X,2.1802,X,X,X,X,X,X,113,26,5183
States,Oregon,2016,18,X,0.726453,X,X,X,X,X,X,29,11,3992
States,Pennsylvania,2016,18,X,1.82765,X,X,X,X,X,X,214,32,11709
States,Rhode Island,2016,18,X,0.249808,X,X,X,X,X,X,13,17,5204
States,South Carolina,2016,18,X,0.511945,X,X,X,X,X,X,18,10,3516
States,South Dakota,2016,18,X,1.11691,X,X,X,X,X,X,92,33,8237
States,Tennessee,2016,18,X,2.39991,X,X,X,X,X,X,211,55,8792
States,Texas,2016,18,X,2.74919,X,X,X,X,X,X,617,77,22443
States,Utah,2016,18,X,1.47087,X,X,X,X,X,X,304,38,20668
States,Vermont,2016,18,X,1.03704,X,X,X,X,X,X,35,11,3375
States,Virginia,2016,18,X,2.17544,X,X,X,X,X,X,2038,149,93682
States,Washington,2016,18,X,0.847817,X,X,X,X,X,X,20,26,2359
States,West Virginia,2016,18,X,1.32095,X,X,X,X,X,X,219,45,16579
States,Wisconsin,2016,18,X,1.38487,X,X,X,X,X,X,67,20,4838
States,Wyoming,2016,18,X,0.873786,X,X,X,X,X,X,27,15,3090
States,Puerto Rico,2016,18,X,4.46065,X,X,X,X,X,X,263,9,5896
States,Virgin Islands,2016,18,X,1.38728,X,X,X,X,X,X,12,2,865
States,New York City,2016,18,X,1.54808,X,X,X,X,X,X,1491,88,96313
States,Alabama,2016,19,X,2.51917,X,X,X,X,X,X,161,22,6391
States,Alaska,2016,19,X,1.03474,X,X,X,X,X,X,14,5,1353
States,Arizona,2016,19,X,1.8429,X,X,X,X,X,X,362,55,19643
States,Arkansas,2016,19,X,2.23945,X,X,X,X,X,X,52,8,2322
States,California,2016,19,X,1.53059,X,X,X,X,X,X,586,109,38286
States,Colorado,2016,19,X,0.729288,X,X,X,X,X,X,25,7,3428
States,Connecticut,2016,19,X,1.36275,X,X,X,X,X,X,21,11,1541
States,Delaware,2016,19,X,0.163666,X,X,X,X,X,X,5,13,3055
States,District of Columbia,2016,19,X,7.1152,X,X,X,X,X,X,147,2,2066
States,Florida,2016,19,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2016,19,X,1.85383,X,X,X,X,X,X,642,26,34631
States,Hawaii,2016,19,X,2.13476,X,X,X,X,X,X,32,12,1499
States,Idaho,2016,19,X,0.857843,X,X,X,X,X,X,14,8,1632
States,Illinois,2016,19,X,1.49228,X,X,X,X,X,X,699,75,46841
States,Indiana,2016,19,X,0.833754,X,X,X,X,X,X,33,27,3958
States,Iowa,2016,19,X,0,X,X,X,X,X,X,0,6,1121
States,Kansas,2016,19,X,0.763845,X,X,X,X,X,X,48,28,6284
States,Kentucky,2016,19,X,0.304206,X,X,X,X,X,X,69,28,22682
States,Louisiana,2016,19,X,1.71826,X,X,X,X,X,X,826,72,48072
States,Maine,2016,19,X,0.96324,X,X,X,X,X,X,49,26,5087
States,Maryland,2016,19,X,1.42426,X,X,X,X,X,X,118,24,8285
States,Massachusetts,2016,19,X,0.834063,X,X,X,X,X,X,181,36,21701
States,Michigan,2016,19,X,0.887623,X,X,X,X,X,X,215,74,24222
States,Minnesota,2016,19,X,1.47287,X,X,X,X,X,X,38,13,2580
States,Mississippi,2016,19,X,2.18008,X,X,X,X,X,X,415,49,19036
States,Missouri,2016,19,X,1.15217,X,X,X,X,X,X,82,18,7117
States,Montana,2016,19,X,0.10803,X,X,X,X,X,X,3,7,2777
States,Nebraska,2016,19,X,0.336474,X,X,X,X,X,X,10,14,2972
States,Nevada,2016,19,X,0.432289,X,X,X,X,X,X,52,21,12029
States,New Hampshire,2016,19,X,0.417864,X,X,X,X,X,X,16,19,3829
States,New Jersey,2016,19,X,1.56684,X,X,X,X,X,X,62,13,3957
States,New Mexico,2016,19,X,1.57082,X,X,X,X,X,X,174,28,11077
States,New York,2016,19,X,0.552289,X,X,X,X,X,X,31,36,5613
States,North Carolina,2016,19,X,1.99499,X,X,X,X,X,X,183,38,9173
States,North Dakota,2016,19,X,0.764656,X,X,X,X,X,X,9,7,1177
States,Ohio,2016,19,X,0.635449,X,X,X,X,X,X,84,60,13219
States,Oklahoma,2016,19,X,1.17994,X,X,X,X,X,X,52,21,4407
States,Oregon,2016,19,X,0.548246,X,X,X,X,X,X,20,11,3648
States,Pennsylvania,2016,19,X,1.67658,X,X,X,X,X,X,172,31,10259
States,Rhode Island,2016,19,X,0.238711,X,X,X,X,X,X,12,17,5027
States,South Carolina,2016,19,X,0.351438,X,X,X,X,X,X,11,10,3130
States,South Dakota,2016,19,X,1.00658,X,X,X,X,X,X,78,33,7749
States,Tennessee,2016,19,X,1.6918,X,X,X,X,X,X,138,54,8157
States,Texas,2016,19,X,2.30401,X,X,X,X,X,X,472,73,20486
States,Utah,2016,19,X,1.19156,X,X,X,X,X,X,274,39,22995
States,Vermont,2016,19,X,0.928594,X,X,X,X,X,X,29,11,3123
States,Virginia,2016,19,X,1.87636,X,X,X,X,X,X,1744,142,92946
States,Washington,2016,19,X,0.390054,X,X,X,X,X,X,16,31,4102
States,West Virginia,2016,19,X,1.23154,X,X,X,X,X,X,196,42,15915
States,Wisconsin,2016,19,X,1.61093,X,X,X,X,X,X,92,18,5711
